Time,Event,Object,Involved,P1,P2,P3,P4
7209.870117,Engine: Timed Event,/NN9,/NN9>connections/connectionsout/To NN8/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7209.870117,Trigger: OnArrival,/NN8,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7209.870117,Trigger: OnContinue,/NN8,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7210.483887,Engine: Timed Event,/NN14,/NN14>connections/connectionsout/To NN13/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7210.483887,Trigger: OnArrival,/NN13,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7210.483887,Trigger: OnContinue,/NN13,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7214.870117,Engine: Timed Event,/NN8,/NN8>connections/connectionsout/To NN7/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7214.870117,Trigger: OnArrival,/NN7,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7214.870117,Trigger: OnContinue,/NN7,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7215.483887,Engine: Timed Event,/NN13,/NN13>connections/connectionsout/To NN12/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7215.483887,Trigger: OnArrival,/NN12,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7215.483887,Trigger: OnContinue,/NN12,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7219.870117,Engine: Timed Event,/NN7,/NN7>connections/connectionsout/To NN6/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7219.870117,Trigger: OnArrival,/NN6,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7219.870117,Trigger: OnContinue,/NN6,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7220.483887,Engine: Timed Event,/NN12,/NN12>connections/connectionsout/To NN11/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7220.483887,Trigger: OnArrival,/NN11,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7220.483887,Trigger: OnContinue,/NN11,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7224.870117,Engine: Timed Event,/NN6,/NN6>connections/connectionsout/To NN5/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7224.870117,Trigger: OnArrival,/NN5,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7224.870117,Trigger: OnContinue,/NN5,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7225.483887,Engine: Timed Event,/NN11,/NN11>connections/connectionsout/To NN10/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7225.483887,Trigger: OnArrival,/NN10,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7225.483887,Trigger: OnContinue,/NN10,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7229.870117,Engine: Timed Event,/NN5,/NN5>connections/connectionsout/To NN4/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7229.870117,Trigger: OnArrival,/NN4,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7229.870117,Trigger: OnContinue,/NN4,/car 2,toedge: 1.000000,fromedge: 2.000000,,
7230.483887,Engine: Timed Event,/NN10,/NN10>connections/connectionsout/To NN3/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7230.483887,Trigger: OnArrival,/NN3,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7230.483887,Trigger: OnContinue,/NN3,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7238.983887,Engine: Timed Event,/NN3,/NN3>connections/connectionsout/To NN2/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7238.983887,Trigger: OnArrival,/NN2,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7238.983887,Trigger: OnContinue,/NN2,/car 1,toedge: 1.000000,fromedge: 2.000000,,
7241.370117,Engine: Timed Event,/NN4,/NN4>connections/connectionsout/To NN2/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7241.370117,Trigger: OnArrival,/NN2,/car 2,toedge: 1.000000,fromedge: 3.000000,,
7241.370117,Trigger: OnContinue,/NN2,/car 2,toedge: 1.000000,fromedge: 3.000000,,
7257.483887,Engine: Timed Event,/NN2,/NN2>connections/connectionsout/To NN1/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7257.483887,Trigger: OnArrival,/NN1,/car 1,toedge: 0.000000,fromedge: 1.000000,,
7257.483887,Trigger: OnContinue,/NN1,/car 1,toedge: 0.000000,fromedge: 1.000000,,
7257.483887,BeginTask: Load,/car 1,/Material Supermarket _Loading Point_/Product~6,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7257.483887,Trigger: Load Time,/car 1,/Material Supermarket _Loading Point_/Product~6,station: /Material Supermarket _Loading Point_,,,
7259.870117,Engine: Timed Event,/NN2,/NN2>connections/connectionsout/To NN1/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7259.870117,Trigger: OnArrival,/NN1,/car 2,toedge: 0.000000,fromedge: 1.000000,,
7259.870117,Trigger: OnContinue,/NN1,/car 2,toedge: 0.000000,fromedge: 1.000000,,
7259.870117,BeginTask: Load,/car 2,/Material Supermarket _Loading Point_/Product,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7259.870117,Trigger: Load Time,/car 2,/Material Supermarket _Loading Point_/Product,station: /Material Supermarket _Loading Point_,,,
7260.541992,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task2,EVENT_STARTLOADTIME,,,
7260.659180,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task2,EVENT_STARTLOADTIME,,,
7286.817383,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task2,EVENT_ENDLOADTIME,,,
7286.817383,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,,,,
7286.817383,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,port: 0.000000,,,
7286.817383,Engine: Receive Object,/car 2,/car 2/Product,,,,
7286.817383,Trigger: OnLoad,/car 2,/car 2/Product,station: /Material Supermarket _Loading Point_,,,
7286.817383,BeginTask: Load,/car 2,/Material Supermarket _Loading Point_/Product,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7286.817383,Trigger: Load Time,/car 2,/Material Supermarket _Loading Point_/Product,station: /Material Supermarket _Loading Point_,,,
7286.817383,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task3,EVENT_STARTLOADTIME,,,
7293.222656,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task2,EVENT_ENDLOADTIME,,,
7293.222656,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~5,,,,
7293.222656,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~5,port: 0.000000,,,
7293.222656,Engine: Receive Object,/car 1,/car 1/Product,,,,
7293.222656,Trigger: OnLoad,/car 1,/car 1/Product,station: /Material Supermarket _Loading Point_,,,
7293.222656,BeginTask: Load,/car 1,/Material Supermarket _Loading Point_/Product~7,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7293.222656,Trigger: Load Time,/car 1,/Material Supermarket _Loading Point_/Product~7,station: /Material Supermarket _Loading Point_,,,
7294.766113,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task3,EVENT_STARTLOADTIME,,,
7317.587891,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task3,EVENT_ENDLOADTIME,,,
7317.587891,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,,,,
7317.587891,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,port: 0.000000,,,
7317.587891,Engine: Receive Object,/car 2,/car 2/Product~2,,,,
7317.587891,Trigger: OnLoad,/car 2,/car 2/Product~2,station: /Material Supermarket _Loading Point_,,,
7317.587891,BeginTask: Load,/car 2,/Material Supermarket _Loading Point_/Product,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7317.587891,Trigger: Load Time,/car 2,/Material Supermarket _Loading Point_/Product,station: /Material Supermarket _Loading Point_,,,
7317.587891,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task4,EVENT_STARTLOADTIME,,,
7326.877441,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task3,EVENT_ENDLOADTIME,,,
7326.877441,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~6,,,,
7326.877441,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~6,port: 0.000000,,,
7326.877441,Engine: Receive Object,/car 1,/car 1/Product~2,,,,
7326.877441,Trigger: OnLoad,/car 1,/car 1/Product~2,station: /Material Supermarket _Loading Point_,,,
7326.877441,BeginTask: Load,/car 1,/Material Supermarket _Loading Point_/Product~9,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7326.877441,Trigger: Load Time,/car 1,/Material Supermarket _Loading Point_/Product~9,station: /Material Supermarket _Loading Point_,,,
7329.075684,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task4,EVENT_STARTLOADTIME,,,
7350.288574,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task4,EVENT_ENDLOADTIME,,,
7350.288574,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,,,,
7350.288574,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,port: 0.000000,,,
7350.288574,Engine: Receive Object,/car 2,/car 2/Product~3,,,,
7350.288574,Trigger: OnLoad,/car 2,/car 2/Product~3,station: /Material Supermarket _Loading Point_,,,
7350.288574,BeginTask: Load,/car 2,/Material Supermarket _Loading Point_/Product,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7350.288574,Trigger: Load Time,/car 2,/Material Supermarket _Loading Point_/Product,station: /Material Supermarket _Loading Point_,,,
7350.288574,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task5,EVENT_STARTLOADTIME,,,
7360.888672,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task4,EVENT_ENDLOADTIME,,,
7360.888672,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~8,,,,
7360.888672,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~8,port: 0.000000,,,
7360.888672,Engine: Receive Object,/car 1,/car 1/Product~3,,,,
7360.888672,Trigger: OnLoad,/car 1,/car 1/Product~3,station: /Material Supermarket _Loading Point_,,,
7360.888672,BeginTask: Load,/car 1,/Material Supermarket _Loading Point_/Product~11,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7360.888672,Trigger: Load Time,/car 1,/Material Supermarket _Loading Point_/Product~11,station: /Material Supermarket _Loading Point_,,,
7360.888672,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task5,EVENT_STARTLOADTIME,,,
7380.843750,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task5,EVENT_ENDLOADTIME,,,
7380.843750,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,,,,
7380.843750,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,port: 0.000000,,,
7380.843750,Engine: Receive Object,/car 2,/car 2/Product~4,,,,
7380.843750,Trigger: OnLoad,/car 2,/car 2/Product~4,station: /Material Supermarket _Loading Point_,,,
7380.843750,BeginTask: Load,/car 2,/Material Supermarket _Loading Point_/Product,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7380.843750,Trigger: Load Time,/car 2,/Material Supermarket _Loading Point_/Product,station: /Material Supermarket _Loading Point_,,,
7380.843750,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task6,EVENT_STARTLOADTIME,,,
7386.297363,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task5,EVENT_ENDLOADTIME,,,
7386.297363,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~10,,,,
7386.297363,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~10,port: 0.000000,,,
7386.297363,Engine: Receive Object,/car 1,/car 1/Product~4,,,,
7386.297363,Trigger: OnLoad,/car 1,/car 1/Product~4,station: /Material Supermarket _Loading Point_,,,
7386.297363,BeginTask: Load,/car 1,/Material Supermarket _Loading Point_/Product~16,involved2: /Material Supermarket _Loading Point_,output port: 0.000000,end speed: 0.000000,
7386.297363,Trigger: Load Time,/car 1,/Material Supermarket _Loading Point_/Product~16,station: /Material Supermarket _Loading Point_,,,
7387.540039,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task6,EVENT_STARTLOADTIME,,,
7406.299805,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task6,EVENT_ENDLOADTIME,,,
7406.299805,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,,,,
7406.299805,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,port: 0.000000,,,
7406.299805,Engine: Receive Object,/car 2,/car 2/Product~5,,,,
7406.299805,Trigger: OnLoad,/car 2,/car 2/Product~5,station: /Material Supermarket _Loading Point_,,,
7406.299805,BeginTask: Travel,/car 2,/Line 2 WIP Buffer Area 1,end speed: 0.000000,forcetravel: 0.000000,,
7407.891602,Engine: Timed Event,/DefaultNetworkNavigator,/DefaultNetworkNavigator>variables/nrtofirstnode/networkrequest,EVENT_ENDTRAVELTIME,,,
7407.891602,Trigger: OnArrival,/NN1,/car 2,toedge: 1.000000,fromedge: 0.000000,,
7407.891602,Trigger: OnContinue,/NN1,/car 2,toedge: 1.000000,fromedge: 0.000000,,
7418.878906,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task6,EVENT_ENDLOADTIME,,,
7418.878906,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~15,,,,
7418.878906,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~15,port: 0.000000,,,
7418.878906,Engine: Receive Object,/car 1,/car 1/Product~5,,,,
7418.878906,Trigger: OnLoad,/car 1,/car 1/Product~5,station: /Material Supermarket _Loading Point_,,,
7418.878906,BeginTask: Travel,/car 1,/Line 1 WIP Buffer Area 1,end speed: 0.000000,forcetravel: 0.000000,,
7422.640625,Engine: Timed Event,/DefaultNetworkNavigator,/DefaultNetworkNavigator>variables/nrtofirstnode/networkrequest,EVENT_ENDTRAVELTIME,,,
7422.640625,Trigger: OnArrival,/NN1,/car 1,toedge: 1.000000,fromedge: 0.000000,,
7422.640625,Trigger: OnContinue,/NN1,/car 1,toedge: 1.000000,fromedge: 0.000000,,
7426.433105,Engine: Timed Event,/NN1,/NN1>connections/connectionsout/To NN2/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7426.433105,Trigger: OnArrival,/NN2,/car 2,toedge: 3.000000,fromedge: 1.000000,,
7426.433105,Trigger: OnContinue,/NN2,/car 2,toedge: 3.000000,fromedge: 1.000000,,
7437.933105,Engine: Timed Event,/NN2,/NN2>connections/connectionsout/To NN4/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7437.933105,Trigger: OnArrival,/NN4,/car 2,toedge: 2.000000,fromedge: 1.000000,,
7437.933105,Trigger: OnContinue,/NN4,/car 2,toedge: 2.000000,fromedge: 1.000000,,
7441.140625,Engine: Timed Event,/NN1,/NN1>connections/connectionsout/To NN2/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7441.140625,Trigger: OnArrival,/NN2,/car 1,toedge: 2.000000,fromedge: 1.000000,,
7441.140625,Trigger: OnContinue,/NN2,/car 1,toedge: 2.000000,fromedge: 1.000000,,
7442.933105,Engine: Timed Event,/NN4,/NN4>connections/connectionsout/To NN5/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7442.933105,Trigger: OnArrival,/NN5,/car 2,toedge: 0.000000,fromedge: 1.000000,,
7442.933105,Trigger: OnContinue,/NN5,/car 2,toedge: 0.000000,fromedge: 1.000000,,
7442.933105,BeginTask: Unload,/car 2,/car 2/Product,involved2: /Line 2 WIP Buffer Area 1,input port: 0.000000,end speed: 0.000000,
7442.933105,Trigger: Unload Time,/car 2,/car 2/Product,station: /Line 2 WIP Buffer Area 1,,,
7447.803223,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task8,EVENT_STARTUNLOADTIME,,,
7449.640625,Engine: Timed Event,/NN2,/NN2>connections/connectionsout/To NN3/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7449.640625,Trigger: OnArrival,/NN3,/car 1,toedge: 2.000000,fromedge: 1.000000,,
7449.640625,Trigger: OnContinue,/NN3,/car 1,toedge: 2.000000,fromedge: 1.000000,,
7454.640625,Engine: Timed Event,/NN3,/NN3>connections/connectionsout/To NN10/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7454.640625,Trigger: OnArrival,/NN10,/car 1,toedge: 0.000000,fromedge: 1.000000,,
7454.640625,Trigger: OnContinue,/NN10,/car 1,toedge: 0.000000,fromedge: 1.000000,,
7454.640625,BeginTask: Unload,/car 1,/car 1/Product,involved2: /Line 1 WIP Buffer Area 1,input port: 0.000000,end speed: 0.000000,
7454.640625,Trigger: Unload Time,/car 1,/car 1/Product,station: /Line 1 WIP Buffer Area 1,,,
7460.115723,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task8,EVENT_STARTUNLOADTIME,,,
7479.754883,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task8,EVENT_ENDUNLOADTIME,,,
7479.754883,Trigger: OnUnload,/car 2,/car 2/Product,station: /Line 2 WIP Buffer Area 1,,,
7479.754883,Engine: Send Object,/car 2,/car 2/Product,,,,
7479.754883,Engine: Receive Object,/Line 2 WIP Buffer Area 1,/Line 2 WIP Buffer Area 1/Product~3,,,,
7479.754883,Trigger: OnEntry,/Line 2 WIP Buffer Area 1,/Line 2 WIP Buffer Area 1/Product~3,port: 0.000000,,,
7479.754883,Trigger: OnEndCollecting,/Line 2 WIP Buffer Area 1,/Line 2 WIP Buffer Area 1/Product~3,batchsize: 1.000000,,,
7479.754883,Trigger: Send To Port,/Line 2 WIP Buffer Area 1,/Line 2 WIP Buffer Area 1/Product~3,,,,
7479.754883,BeginTask: Travel,/car 2,/Line 2 WIP Buffer Area 2,end speed: 0.000000,forcetravel: 0.000000,,
7484.625000,Engine: Timed Event,/DefaultNetworkNavigator,/DefaultNetworkNavigator>variables/nrtofirstnode/networkrequest,EVENT_ENDTRAVELTIME,,,
7484.625000,Trigger: OnArrival,/NN5,/car 2,toedge: 2.000000,fromedge: 0.000000,,
7484.625000,Trigger: OnContinue,/NN5,/car 2,toedge: 2.000000,fromedge: 0.000000,,
7489.625000,Engine: Timed Event,/NN5,/NN5>connections/connectionsout/To NN6/activeTravelers/networkrequest,EVENT_ENDTRAVELTIME,,,
7489.625000,Trigger: OnArrival,/NN6,/car 2,toedge: 0.000000,fromedge: 1.000000,,
7489.625000,Trigger: OnContinue,/NN6,/car 2,toedge: 0.000000,fromedge: 1.000000,,
7489.625000,BeginTask: Unload,/car 2,/car 2/Product,involved2: /Line 2 WIP Buffer Area 2,input port: 0.000000,end speed: 0.000000,
7489.625000,Trigger: Unload Time,/car 2,/car 2/Product,station: /Line 2 WIP Buffer Area 2,,,
7494.298828,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task8,EVENT_ENDUNLOADTIME,,,
7494.298828,Trigger: OnUnload,/car 1,/car 1/Product,station: /Line 1 WIP Buffer Area 1,,,
7494.298828,Engine: Send Object,/car 1,/car 1/Product,,,,
7494.298828,Engine: Receive Object,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~2,,,,
7494.298828,Trigger: OnEntry,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~2,port: 0.000000,,,
7494.298828,Trigger: OnEndCollecting,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~2,batchsize: 1.000000,,,
7494.298828,Trigger: Send To Port,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~2,,,,
7494.298828,BeginTask: Unload,/car 1,/car 1/Product,involved2: /Line 1 WIP Buffer Area 1,input port: 0.000000,end speed: 0.000000,
7494.298828,Trigger: Unload Time,/car 1,/car 1/Product,station: /Line 1 WIP Buffer Area 1,,,
7494.494629,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task10,EVENT_STARTUNLOADTIME,,,
7494.956055,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task9,EVENT_STARTUNLOADTIME,,,
7522.837891,Engine: Timed Event,/car 1,/car 1>variables/activetasksequence/ts79/task9,EVENT_ENDUNLOADTIME,,,
7522.837891,Trigger: OnUnload,/car 1,/car 1/Product,station: /Line 1 WIP Buffer Area 1,,,
7522.837891,Engine: Send Object,/car 1,/car 1/Product,,,,
7522.837891,Engine: Receive Object,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~3,,,,
7522.837891,Trigger: OnEntry,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~3,port: 0.000000,,,
7522.837891,Trigger: OnEndCollecting,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~3,batchsize: 1.000000,,,
7522.837891,Trigger: Send To Port,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product~3,,,,
7522.837891,BeginTask: Travel,/car 1,/Line 1 WIP Buffer Area 2,end speed: 0.000000,forcetravel: 0.000000,,
7525.614746,Engine: Timed Event,/car 2,/car 2>variables/activetasksequence/ts80/task10,EVENT_ENDUNLOADTIME,,,
7525.614746,Trigger: OnUnload,/car 2,/car 2/Product,station: /Line 2 WIP Buffer Area 2,,,
7525.614746,Engine: Send Object,/car 2,/car 2/Product,,,,
7525.614746,Engine: Receive Object,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~3,,,,
7525.614746,Trigger: OnEntry,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~3,port: 0.000000,,,
7525.614746,Trigger: OnEndCollecting,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~3,batchsize: 1.000000,,,
7525.614746,Trigger: Send To Port,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~3,,,,
7525.614746,BeginTask: Travel,/car 2,/Line 2 WIP Buffer Area 3,end speed: 0.000000,forcetravel: 0.000000,,
7528.363770,Engine: Timed Event,/DefaultNetworkNavigator,/DefaultNetworkNavigator>variables/nrtofirstnode/networkrequest,EVENT_ENDTRAVELTIME,,,
7528.363770,Trigger: OnArrival,/NN10,/car 1,toedge: 2.000000,fromedge: 0.000000,,
