Time,Event,Object,Involved,P1,P2,P3,P4
141738.078125,Engine: Send Object,/Translation Operator 2,/Translation Operator 2/Product,,,,
141738.078125,Engine: Receive Object,/Line 1 Finished Goods Buffer Area 2,/Line 1 Finished Goods Buffer Area 2/Product~43,,,,
141738.078125,Trigger: OnEntry,/Line 1 Finished Goods Buffer Area 2,/Line 1 Finished Goods Buffer Area 2/Product~43,port: 1.000000,,,
141738.078125,Trigger: OnEndCollecting,/Line 1 Finished Goods Buffer Area 2,/Line 1 Finished Goods Buffer Area 2/Product~43,batchsize: 1.000000,,,
141738.078125,Trigger: Send To Port,/Line 1 Finished Goods Buffer Area 2,/Line 1 Finished Goods Buffer Area 2/Product~43,,,,
141738.078125,TaskSequence: Finish TS,/Translation Operator 2,/Translation Operator 2>variables/activetasksequence/ts1779,,,,
141738.078125,Trigger: QueueStrategy,/Translation Operator 2,/Translation Operator 2>variables/tasksequencequeue/ts1780,,,,
141738.078125,Trigger: OnResourceAvailable,/Translation Operator 2,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
141738.078125,TaskSequence: Begin TS,/Translation Operator 2,/Translation Operator 2>variables/activetasksequence/ts1780,,,,
141738.078125,BeginTask: Travel,/Translation Operator 2,/Line 1 WIP Buffer Area 2,end speed: 0.000000,forcetravel: 0.000000,,
141748.000000,BeginTask: Load,/Translation Operator 2,/Line 1 WIP Buffer Area 2/Product,involved2: /Line 1 WIP Buffer Area 2,output port: 1.000000,end speed: 0.000000,
141748.000000,Trigger: Load Time,/Translation Operator 2,/Line 1 WIP Buffer Area 2/Product,station: /Line 1 WIP Buffer Area 2,,,
141748.187500,Engine: Send Object,/Line 1 WIP Buffer Area 2,/Line 1 WIP Buffer Area 2/Product,1.000000,,,
141748.187500,Trigger: OnExit,/Line 1 WIP Buffer Area 2,/Line 1 WIP Buffer Area 2/Product,port: 1.000000,,,
141748.187500,Engine: Receive Object,/Translation Operator 2,/Translation Operator 2/Product,1.000000,,,
141748.187500,Trigger: OnLoad,/Translation Operator 2,/Translation Operator 2/Product,station: /Line 1 WIP Buffer Area 2,,,
141748.187500,BeginTask: Break,/Translation Operator 2,<no path>,involved2: <no path>,check content: 0.000000,check receive: 0.000000,msgparam(3): 0.000000
141748.187500,BeginTask: Travel,/Translation Operator 2,/Line 1 Workstation 2,end speed: 0.000000,forcetravel: 0.000000,,
141748.187500,Trigger: Pull From Port,/Line 1 WIP Buffer Area 2,<no path>,,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~2,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~3,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~4,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~5,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~6,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~7,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~8,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~9,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~10,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~11,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~12,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~13,port: 1.000000,,,
141748.187500,Trigger: Pull Requirement,/Line 1 WIP Buffer Area 2,/Material Supermarket _Loading Point_/Product~14,port: 1.000000,,,
141748.187500,Trigger: Request Transport From,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~14,port: 3.000000,,,
141748.187500,TaskSequence: Receive TS,/car 1,/car 1>variables/tasksequencequeue/ts1781,,,,
141748.187500,TaskSequence: Begin TS,/car 1,/car 1>variables/activetasksequence/ts1781,,,,
141748.187500,BeginTask: Travel,/car 1,/Material Supermarket _Loading Point_,end speed: 0.000000,forcetravel: 0.000000,,
141748.515625,Trigger: OnArrival,/NN2,/car 2,toedge: 3.000000,fromedge: 1.000000,,
141748.515625,Trigger: OnContinue,/NN2,/car 2,toedge: 3.000000,fromedge: 1.000000,,
141752.656250,BeginTask: Unload,/Translation Operator 2,/Translation Operator 2/Product,involved2: /Line 1 Workstation 2,input port: 1.000000,end speed: 0.000000,
141752.656250,Trigger: Unload Time,/Translation Operator 2,/Translation Operator 2/Product,station: /Line 1 Workstation 2,,,
141752.656250,Trigger: OnUnload,/Translation Operator 2,/Translation Operator 2/Product,station: /Line 1 Workstation 2,,,
141752.656250,Engine: Send Object,/Translation Operator 2,/Translation Operator 2/Product,,,,
141752.656250,Engine: Receive Object,/Line 1 Workstation 2,/Line 1 Workstation 2/Product,,,,
141752.656250,Trigger: OnEntry,/Line 1 Workstation 2,/Line 1 Workstation 2/Product,port: 1.000000,,,
141752.656250,Trigger: Setup Time,/Line 1 Workstation 2,/Line 1 Workstation 2/Product,port: 1.000000,,,
141752.656250,TaskSequence: Finish TS,/Translation Operator 2,/Translation Operator 2>variables/activetasksequence/ts1780,,,,
141752.656250,Trigger: OnResourceAvailable,/Translation Operator 2,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
141752.656250,Trigger: OnSetupFinish,/Line 1 Workstation 2,/Line 1 Workstation 2/Product,trigger: Call Operators,,,
141752.656250,Trigger: Process Time,/Line 1 Workstation 2,/Line 1 Workstation 2/Product,,,,
141752.656250,Trigger: Pick Operator,/Line 1 Workstation 2,/Line 1 Workstation 2/Product,2.000000,,,
141752.656250,TaskSequence: Receive TS,/Translation Operator 2,/Translation Operator 2>variables/tasksequencequeue/ts1782,,,,
141752.656250,TaskSequence: Begin TS,/Translation Operator 2,/Translation Operator 2>variables/activetasksequence/ts1782,,,,
141752.656250,BeginTask: MileStone,/Translation Operator 2,<no path>,range: 3.000000,,,
141752.656250,BeginTask: Travel,/Translation Operator 2,/Line 1 Workstation 2,end speed: 0.000000,forcetravel: -1.000000,,
141752.656250,BeginTask: StopRequestFinish,/Translation Operator 2,/Line 1 Workstation 2,repeat: 0.000000,id: 100002.000000,already executed: 0.000000,
141752.656250,BeginTask: Utilize,/Translation Operator 2,/Line 1 Workstation 2/Product,involved2: /Line 1 Workstation 2,state: 0.000000,,
141753.359375,Trigger: OnArrival,/NN14,/car 1,toedge: 1.000000,fromedge: 0.000000,,
141753.359375,Trigger: OnContinue,/NN14,/car 1,toedge: 1.000000,fromedge: 0.000000,,
141758.359375,Trigger: OnArrival,/NN13,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141758.359375,Trigger: OnContinue,/NN13,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141760.015625,Trigger: OnArrival,/NN4,/car 2,toedge: 2.000000,fromedge: 1.000000,,
141760.015625,Trigger: OnContinue,/NN4,/car 2,toedge: 2.000000,fromedge: 1.000000,,
141763.359375,Trigger: OnArrival,/NN12,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141763.359375,Trigger: OnContinue,/NN12,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141765.015625,Trigger: OnArrival,/NN5,/car 2,toedge: 2.000000,fromedge: 1.000000,,
141765.015625,Trigger: OnContinue,/NN5,/car 2,toedge: 2.000000,fromedge: 1.000000,,
141768.359375,Trigger: OnArrival,/NN11,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141768.359375,Trigger: OnContinue,/NN11,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141770.015625,Trigger: OnArrival,/NN6,/car 2,toedge: 0.000000,fromedge: 1.000000,,
141770.015625,Trigger: OnContinue,/NN6,/car 2,toedge: 0.000000,fromedge: 1.000000,,
141770.015625,BeginTask: Unload,/car 2,/car 2/Product,involved2: /Line 2 WIP Buffer Area 2,input port: 1.000000,end speed: 0.000000,
141770.015625,Trigger: Unload Time,/car 2,/car 2/Product,station: /Line 2 WIP Buffer Area 2,,,
141773.359375,Trigger: OnArrival,/NN10,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141773.359375,Trigger: OnContinue,/NN10,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141778.359375,Trigger: OnArrival,/NN3,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141778.359375,Trigger: OnContinue,/NN3,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141786.859375,Trigger: OnArrival,/NN2,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141786.859375,Trigger: OnContinue,/NN2,/car 1,toedge: 1.000000,fromedge: 2.000000,,
141803.015625,Trigger: OnUnload,/car 2,/car 2/Product,station: /Line 2 WIP Buffer Area 2,,,
141803.015625,Engine: Send Object,/car 2,/car 2/Product,,,,
141803.015625,Engine: Receive Object,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~6,,,,
141803.015625,Trigger: OnEntry,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~6,port: 1.000000,,,
141803.015625,Trigger: OnEndCollecting,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~6,batchsize: 1.000000,,,
141803.015625,Trigger: Send To Port,/Line 2 WIP Buffer Area 2,/Line 2 WIP Buffer Area 2/Product~6,,,,
141803.015625,TaskSequence: Finish TS,/car 2,/car 2>variables/activetasksequence/ts1777,,,,
141803.015625,Trigger: OnResourceAvailable,/car 2,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
141805.359375,Trigger: OnArrival,/NN1,/car 1,toedge: 0.000000,fromedge: 1.000000,,
141805.359375,Trigger: OnContinue,/NN1,/car 1,toedge: 0.000000,fromedge: 1.000000,,
141805.359375,BeginTask: Load,/car 1,/Material Supermarket _Loading Point_/Product~14,involved2: /Material Supermarket _Loading Point_,output port: 3.000000,end speed: 0.000000,
141805.359375,Trigger: Load Time,/car 1,/Material Supermarket _Loading Point_/Product~14,station: /Material Supermarket _Loading Point_,,,
141841.890625,Engine: Send Object,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~14,3.000000,,,
141841.890625,Trigger: OnExit,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product~14,port: 3.000000,,,
141841.890625,Engine: Receive Object,/car 1,/car 1/Product,1.000000,,,
141841.890625,Trigger: OnLoad,/car 1,/car 1/Product,station: /Material Supermarket _Loading Point_,,,
141841.890625,BeginTask: Break,/car 1,<no path>,involved2: <no path>,check content: 0.000000,check receive: 0.000000,msgparam(3): 0.000000
141841.890625,Trigger: Break to Requirement,/car 1,/car 1>variables/activetasksequence/ts1781,0.000000,0.000000,0.000000,0.000000
141841.890625,BeginTask: Travel,/car 1,/Line 1 WIP Buffer Area 2,end speed: 0.000000,forcetravel: 0.000000,,
141844.578125,Trigger: OnArrival,/NN1,/car 1,toedge: 1.000000,fromedge: 0.000000,,
141844.578125,Trigger: OnContinue,/NN1,/car 1,toedge: 1.000000,fromedge: 0.000000,,
141863.078125,Trigger: OnArrival,/NN2,/car 1,toedge: 2.000000,fromedge: 1.000000,,
141863.078125,Trigger: OnContinue,/NN2,/car 1,toedge: 2.000000,fromedge: 1.000000,,
141871.578125,Trigger: OnArrival,/NN3,/car 1,toedge: 2.000000,fromedge: 1.000000,,
141871.578125,Trigger: OnContinue,/NN3,/car 1,toedge: 2.000000,fromedge: 1.000000,,
141876.578125,Trigger: OnArrival,/NN10,/car 1,toedge: 2.000000,fromedge: 1.000000,,
141876.578125,Trigger: OnContinue,/NN10,/car 1,toedge: 2.000000,fromedge: 1.000000,,
141881.578125,Trigger: OnArrival,/NN11,/car 1,toedge: 0.000000,fromedge: 1.000000,,
141881.578125,Trigger: OnContinue,/NN11,/car 1,toedge: 0.000000,fromedge: 1.000000,,
141881.578125,BeginTask: Unload,/car 1,/car 1/Product,involved2: /Line 1 WIP Buffer Area 2,input port: 1.000000,end speed: 0.000000,
141881.578125,Trigger: Unload Time,/car 1,/car 1/Product,station: /Line 1 WIP Buffer Area 2,,,
141917.875000,Trigger: OnUnload,/car 1,/car 1/Product,station: /Line 1 WIP Buffer Area 2,,,
141917.875000,Engine: Send Object,/car 1,/car 1/Product,,,,
141917.875000,Engine: Receive Object,/Line 1 WIP Buffer Area 2,/Line 1 WIP Buffer Area 2/Product~6,,,,
141917.875000,Trigger: OnEntry,/Line 1 WIP Buffer Area 2,/Line 1 WIP Buffer Area 2/Product~6,port: 1.000000,,,
141917.875000,Trigger: OnEndCollecting,/Line 1 WIP Buffer Area 2,/Line 1 WIP Buffer Area 2/Product~6,batchsize: 1.000000,,,
141917.875000,Trigger: Send To Port,/Line 1 WIP Buffer Area 2,/Line 1 WIP Buffer Area 2/Product~6,,,,
141917.875000,TaskSequence: Finish TS,/car 1,/car 1>variables/activetasksequence/ts1781,,,,
141917.875000,Trigger: OnResourceAvailable,/car 1,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
142374.375000,Trigger: OnProcessFinish,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,,,,
142374.375000,TaskSequence: Finish TS,/Translation Operator 6,/Translation Operator 6>variables/activetasksequence/ts1754,,,,
142374.375000,Trigger: OnResourceAvailable,/Translation Operator 6,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
142374.375000,Trigger: Send To Port,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,,,,
142374.375000,Trigger: Request Transport From,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,port: 1.000000,,,
142374.375000,TaskSequence: Receive TS,/Translation Operator 6,/Translation Operator 6>variables/tasksequencequeue/ts1783,,,,
142374.375000,TaskSequence: Begin TS,/Translation Operator 6,/Translation Operator 6>variables/activetasksequence/ts1783,,,,
142374.375000,BeginTask: Travel,/Translation Operator 6,/Line 2 Workstation 1,end speed: 0.000000,forcetravel: 0.000000,,
142374.375000,BeginTask: Load,/Translation Operator 6,/Line 2 Workstation 1/Product,involved2: /Line 2 Workstation 1,output port: 1.000000,end speed: 0.000000,
142374.375000,Trigger: Load Time,/Translation Operator 6,/Line 2 Workstation 1/Product,station: /Line 2 Workstation 1,,,
142378.046875,Engine: Send Object,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,1.000000,,,
142378.046875,Trigger: OnExit,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,port: 1.000000,,,
142378.046875,Engine: Receive Object,/Translation Operator 6,/Translation Operator 6/Product,1.000000,,,
142378.046875,Trigger: OnLoad,/Translation Operator 6,/Translation Operator 6/Product,station: /Line 2 Workstation 1,,,
142378.046875,BeginTask: Break,/Translation Operator 6,<no path>,involved2: <no path>,check content: 0.000000,check receive: 0.000000,msgparam(3): 0.000000
142378.046875,BeginTask: Travel,/Translation Operator 6,/Line 2 Finished Goods Buffer Area 1,end speed: 0.000000,forcetravel: 0.000000,,
142378.046875,Trigger: Pull From Port,/Line 2 Workstation 1,<no path>,,,,
142378.046875,Trigger: Pull Requirement,/Line 2 Workstation 1,/Line 2 WIP Buffer Area 1/Product,port: 1.000000,,,
142378.046875,Trigger: Request Transport From,/Line 2 WIP Buffer Area 1,/Line 2 WIP Buffer Area 1/Product,port: 1.000000,,,
142378.046875,TaskSequence: Receive TS,/Translation Operator 6,/Translation Operator 6>variables/tasksequencequeue/ts1784,,,,
142378.046875,Trigger: PassTo,/Translation Operator 6,/Translation Operator 6>variables/tasksequencequeue/ts1784,,,,
142382.859375,BeginTask: Unload,/Translation Operator 6,/Translation Operator 6/Product,involved2: /Line 2 Finished Goods Buffer Area 1,input port: 1.000000,end speed: 0.000000,
142382.859375,Trigger: Unload Time,/Translation Operator 6,/Translation Operator 6/Product,station: /Line 2 Finished Goods Buffer Area 1,,,
142383.765625,Trigger: OnUnload,/Translation Operator 6,/Translation Operator 6/Product,station: /Line 2 Finished Goods Buffer Area 1,,,
142383.765625,Engine: Send Object,/Translation Operator 6,/Translation Operator 6/Product,,,,
142383.765625,Engine: Receive Object,/Line 2 Finished Goods Buffer Area 1,/Line 2 Finished Goods Buffer Area 1/Product~43,,,,
142383.765625,Trigger: OnEntry,/Line 2 Finished Goods Buffer Area 1,/Line 2 Finished Goods Buffer Area 1/Product~43,port: 1.000000,,,
142383.765625,Trigger: OnEndCollecting,/Line 2 Finished Goods Buffer Area 1,/Line 2 Finished Goods Buffer Area 1/Product~43,batchsize: 1.000000,,,
142383.765625,Trigger: Send To Port,/Line 2 Finished Goods Buffer Area 1,/Line 2 Finished Goods Buffer Area 1/Product~43,,,,
142383.765625,TaskSequence: Finish TS,/Translation Operator 6,/Translation Operator 6>variables/activetasksequence/ts1783,,,,
142383.765625,Trigger: QueueStrategy,/Translation Operator 6,/Translation Operator 6>variables/tasksequencequeue/ts1784,,,,
142383.765625,Trigger: OnResourceAvailable,/Translation Operator 6,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
142383.765625,TaskSequence: Begin TS,/Translation Operator 6,/Translation Operator 6>variables/activetasksequence/ts1784,,,,
142383.765625,BeginTask: Travel,/Translation Operator 6,/Line 2 WIP Buffer Area 1,end speed: 0.000000,forcetravel: 0.000000,,
142394.234375,BeginTask: Load,/Translation Operator 6,/Line 2 WIP Buffer Area 1/Product,involved2: /Line 2 WIP Buffer Area 1,output port: 1.000000,end speed: 0.000000,
142394.234375,Trigger: Load Time,/Translation Operator 6,/Line 2 WIP Buffer Area 1/Product,station: /Line 2 WIP Buffer Area 1,,,
142395.140625,Engine: Send Object,/Line 2 WIP Buffer Area 1,/Line 2 WIP Buffer Area 1/Product,1.000000,,,
142395.140625,Trigger: OnExit,/Line 2 WIP Buffer Area 1,/Line 2 WIP Buffer Area 1/Product,port: 1.000000,,,
142395.140625,Engine: Receive Object,/Translation Operator 6,/Translation Operator 6/Product,1.000000,,,
142395.140625,Trigger: OnLoad,/Translation Operator 6,/Translation Operator 6/Product,station: /Line 2 WIP Buffer Area 1,,,
142395.140625,BeginTask: Break,/Translation Operator 6,<no path>,involved2: <no path>,check content: 0.000000,check receive: 0.000000,msgparam(3): 0.000000
142395.140625,BeginTask: Travel,/Translation Operator 6,/Line 2 Workstation 1,end speed: 0.000000,forcetravel: 0.000000,,
142395.140625,Trigger: Pull From Port,/Line 2 WIP Buffer Area 1,<no path>,,,,
142395.140625,Trigger: Pull Requirement,/Line 2 WIP Buffer Area 1,/Material Supermarket _Loading Point_/Product,port: 1.000000,,,
142395.140625,Trigger: Request Transport From,/Material Supermarket _Loading Point_,/Material Supermarket _Loading Point_/Product,port: 2.000000,,,
142395.140625,TaskSequence: Receive TS,/car 2,/car 2>variables/tasksequencequeue/ts1785,,,,
142395.140625,TaskSequence: Begin TS,/car 2,/car 2>variables/activetasksequence/ts1785,,,,
142395.140625,BeginTask: Travel,/car 2,/Material Supermarket _Loading Point_,end speed: 0.000000,forcetravel: 0.000000,,
142400.109375,BeginTask: Unload,/Translation Operator 6,/Translation Operator 6/Product,involved2: /Line 2 Workstation 1,input port: 1.000000,end speed: 0.000000,
142400.109375,Trigger: Unload Time,/Translation Operator 6,/Translation Operator 6/Product,station: /Line 2 Workstation 1,,,
142400.109375,Trigger: OnUnload,/Translation Operator 6,/Translation Operator 6/Product,station: /Line 2 Workstation 1,,,
142400.109375,Engine: Send Object,/Translation Operator 6,/Translation Operator 6/Product,,,,
142400.109375,Engine: Receive Object,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,,,,
142400.109375,Trigger: OnEntry,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,port: 1.000000,,,
142400.109375,Trigger: Setup Time,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,port: 1.000000,,,
142400.109375,TaskSequence: Finish TS,/Translation Operator 6,/Translation Operator 6>variables/activetasksequence/ts1784,,,,
142400.109375,Trigger: OnResourceAvailable,/Translation Operator 6,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
142400.109375,Trigger: OnSetupFinish,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,trigger: Call Operators,,,
142400.109375,Trigger: Process Time,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,,,,
142400.109375,Trigger: Pick Operator,/Line 2 Workstation 1,/Line 2 Workstation 1/Product,2.000000,,,
142400.109375,TaskSequence: Receive TS,/Translation Operator 6,/Translation Operator 6>variables/tasksequencequeue/ts1786,,,,
142400.109375,TaskSequence: Begin TS,/Translation Operator 6,/Translation Operator 6>variables/activetasksequence/ts1786,,,,
142400.109375,BeginTask: MileStone,/Translation Operator 6,<no path>,range: 3.000000,,,
142400.109375,BeginTask: Travel,/Translation Operator 6,/Line 2 Workstation 1,end speed: 0.000000,forcetravel: -1.000000,,
142400.109375,BeginTask: StopRequestFinish,/Translation Operator 6,/Line 2 Workstation 1,repeat: 0.000000,id: 100002.000000,already executed: 0.000000,
142400.109375,BeginTask: Utilize,/Translation Operator 6,/Line 2 Workstation 1/Product,involved2: /Line 2 Workstation 1,state: 0.000000,,
142400.312500,Trigger: OnArrival,/NN6,/car 2,toedge: 1.000000,fromedge: 0.000000,,
142400.312500,Trigger: OnContinue,/NN6,/car 2,toedge: 1.000000,fromedge: 0.000000,,
142405.312500,Trigger: OnArrival,/NN5,/car 2,toedge: 1.000000,fromedge: 2.000000,,
142405.312500,Trigger: OnContinue,/NN5,/car 2,toedge: 1.000000,fromedge: 2.000000,,
142410.312500,Trigger: OnArrival,/NN4,/car 2,toedge: 1.000000,fromedge: 2.000000,,
142410.312500,Trigger: OnContinue,/NN4,/car 2,toedge: 1.000000,fromedge: 2.000000,,
142420.828125,Trigger: OnProcessFinish,/Line 1 Workstation 1,/Line 1 Workstation 1/Product,,,,
142420.828125,TaskSequence: Finish TS,/Translation Operator 1,/Translation Operator 1>variables/activetasksequence/ts1734,,,,
142420.828125,Trigger: OnResourceAvailable,/Translation Operator 1,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
142420.828125,Trigger: Send To Port,/Line 1 Workstation 1,/Line 1 Workstation 1/Product,,,,
142420.828125,Trigger: Request Transport From,/Line 1 Workstation 1,/Line 1 Workstation 1/Product,port: 1.000000,,,
142420.828125,TaskSequence: Receive TS,/Translation Operator 1,/Translation Operator 1>variables/tasksequencequeue/ts1787,,,,
142420.828125,TaskSequence: Begin TS,/Translation Operator 1,/Translation Operator 1>variables/activetasksequence/ts1787,,,,
142420.828125,BeginTask: Travel,/Translation Operator 1,/Line 1 Workstation 1,end speed: 0.000000,forcetravel: 0.000000,,
142420.828125,BeginTask: Load,/Translation Operator 1,/Line 1 Workstation 1/Product,involved2: /Line 1 Workstation 1,output port: 1.000000,end speed: 0.000000,
142420.828125,Trigger: Load Time,/Translation Operator 1,/Line 1 Workstation 1/Product,station: /Line 1 Workstation 1,,,
142421.812500,Trigger: OnArrival,/NN2,/car 2,toedge: 1.000000,fromedge: 3.000000,,
142421.812500,Trigger: OnContinue,/NN2,/car 2,toedge: 1.000000,fromedge: 3.000000,,
142424.515625,Engine: Send Object,/Line 1 Workstation 1,/Line 1 Workstation 1/Product,1.000000,,,
142424.515625,Trigger: OnExit,/Line 1 Workstation 1,/Line 1 Workstation 1/Product,port: 1.000000,,,
142424.515625,Engine: Receive Object,/Translation Operator 1,/Translation Operator 1/Product,1.000000,,,
142424.515625,Trigger: OnLoad,/Translation Operator 1,/Translation Operator 1/Product,station: /Line 1 Workstation 1,,,
142424.515625,BeginTask: Break,/Translation Operator 1,<no path>,involved2: <no path>,check content: 0.000000,check receive: 0.000000,msgparam(3): 0.000000
142424.515625,BeginTask: Travel,/Translation Operator 1,/Line 1 Finished Goods Buffer Area 1,end speed: 0.000000,forcetravel: 0.000000,,
142424.515625,Trigger: Pull From Port,/Line 1 Workstation 1,<no path>,,,,
142424.515625,Trigger: Pull Requirement,/Line 1 Workstation 1,/Line 1 WIP Buffer Area 1/Product,port: 1.000000,,,
142424.515625,Trigger: Request Transport From,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product,port: 1.000000,,,
142424.515625,TaskSequence: Receive TS,/Translation Operator 1,/Translation Operator 1>variables/tasksequencequeue/ts1788,,,,
142424.515625,Trigger: PassTo,/Translation Operator 1,/Translation Operator 1>variables/tasksequencequeue/ts1788,,,,
142429.421875,BeginTask: Unload,/Translation Operator 1,/Translation Operator 1/Product,involved2: /Line 1 Finished Goods Buffer Area 1,input port: 1.000000,end speed: 0.000000,
142429.421875,Trigger: Unload Time,/Translation Operator 1,/Translation Operator 1/Product,station: /Line 1 Finished Goods Buffer Area 1,,,
142429.468750,Trigger: OnUnload,/Translation Operator 1,/Translation Operator 1/Product,station: /Line 1 Finished Goods Buffer Area 1,,,
142429.468750,Engine: Send Object,/Translation Operator 1,/Translation Operator 1/Product,,,,
142429.468750,Engine: Receive Object,/Line 1 Finished Goods Buffer Area 1,/Line 1 Finished Goods Buffer Area 1/Product~44,,,,
142429.468750,Trigger: OnEntry,/Line 1 Finished Goods Buffer Area 1,/Line 1 Finished Goods Buffer Area 1/Product~44,port: 1.000000,,,
142429.468750,Trigger: OnEndCollecting,/Line 1 Finished Goods Buffer Area 1,/Line 1 Finished Goods Buffer Area 1/Product~44,batchsize: 1.000000,,,
142429.468750,Trigger: Send To Port,/Line 1 Finished Goods Buffer Area 1,/Line 1 Finished Goods Buffer Area 1/Product~44,,,,
142429.468750,TaskSequence: Finish TS,/Translation Operator 1,/Translation Operator 1>variables/activetasksequence/ts1787,,,,
142429.468750,Trigger: QueueStrategy,/Translation Operator 1,/Translation Operator 1>variables/tasksequencequeue/ts1788,,,,
142429.468750,Trigger: OnResourceAvailable,/Translation Operator 1,<no path>,port: 0.000000,resource: <no path>,nextts: <no path>,lastts: <no path>
142429.468750,TaskSequence: Begin TS,/Translation Operator 1,/Translation Operator 1>variables/activetasksequence/ts1788,,,,
142429.468750,BeginTask: Travel,/Translation Operator 1,/Line 1 WIP Buffer Area 1,end speed: 0.000000,forcetravel: 0.000000,,
142439.312500,BeginTask: Load,/Translation Operator 1,/Line 1 WIP Buffer Area 1/Product,involved2: /Line 1 WIP Buffer Area 1,output port: 1.000000,end speed: 0.000000,
142439.312500,Trigger: Load Time,/Translation Operator 1,/Line 1 WIP Buffer Area 1/Product,station: /Line 1 WIP Buffer Area 1,,,
142439.500000,Engine: Send Object,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product,1.000000,,,
142439.500000,Trigger: OnExit,/Line 1 WIP Buffer Area 1,/Line 1 WIP Buffer Area 1/Product,port: 1.000000,,,
142439.500000,Engine: Receive Object,/Translation Operator 1,/Translation Operator 1/Product,1.000000,,,
142439.500000,Trigger: OnLoad,/Translation Operator 1,/Translation Operator 1/Product,station: /Line 1 WIP Buffer Area 1,,,
142439.500000,BeginTask: Break,/Translation Operator 1,<no path>,involved2: <no path>,check content: 0.000000,check receive: 0.000000,msgparam(3): 0.000000
